LocalId,GlobalId,Age,Gender,Region,CityCode,TotalSpent,TotalPur,FirstPur,LastPur,NovelPur,ChildPur,YouthPur,CookPur,DiyPur,RefPur,ArtPur,GeogPur,ProvCook,ProvAtlas,ProvArt,RelPur,ProvPur
1044,8606,75,0,SW,N,169,1,1369519200.0,12,0,0,0,0,0,0,0,0,0,0,0,0,No
1045,8626,49,1,NE,J,287,4,1337637600.0,20,2,0,1,0,0,0,0,1,0,0,0,1,No
1046,8653,21,1,NW,L,372,10,1295910000.0,14,4,2,0,2,0,1,0,1,0,0,0,1,No
1047,8658,62,1,NW,L,384,11,1268607600.0,34,4,3,2,1,0,0,0,1,0,0,0,1,No
1049,8673,55,0,NE,F,183,14,1237503600.0,12,3,3,2,3,1,0,0,1,0,0,0,1,No
1050,8676,51,0,SW,G,67,3,1322348400.0,30,2,0,0,0,0,0,0,1,0,0,0,1,No
1051,8678,32,0,SE,R,127,2,1343426400.0,16,0,0,0,0,1,0,0,1,0,0,0,1,No
1052,8720,30,1,NE,S,348,6,1342648800.0,6,2,2,0,0,0,1,0,0,0,0,0,0,No
1053,8722,57,0,NE,D,227,12,1299625200.0,26,6,1,1,1,0,0,0,3,0,0,0,3,No
1054,8723,34,0,NE,I,82,5,1315346400.0,32,4,0,0,0,0,0,1,0,0,0,0,1,No
1055,8730,27,0,NE,S,201,4,1389999600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
1056,8738,57,0,SW,P,128,3,1383692400.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1058,8774,60,0,SE,A,192,7,1305324000.0,18,3,0,0,3,0,1,0,0,0,0,0,0,No
1059,8784,39,1,SW,N,30,5,1362092400.0,12,3,0,1,0,0,0,0,0,0,0,0,0,No
1060,8818,46,1,SE,R,326,4,1352329200.0,2,0,0,1,0,0,0,0,0,0,0,0,0,No
1061,8843,70,0,SE,R,116,6,1327446000.0,2,0,0,1,1,1,0,1,0,0,0,0,1,No
1062,8900,60,0,NE,F,341,11,1285538400.0,12,4,1,1,2,1,1,0,0,1,0,0,1,No
1063,8901,39,0,SE,R,246,10,1304632800.0,8,3,0,2,0,1,1,0,1,0,1,0,2,No
1064,8903,74,0,SW,M,280,2,1373234400.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1065,8907,67,0,NE,J,294,2,1373234400.0,6,0,0,0,0,0,0,0,0,0,0,0,0,No
1066,8925,70,0,SW,H,220,2,1395529200.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1067,8927,32,0,SW,M,293,5,1358031600.0,12,3,1,0,0,0,0,0,0,0,0,0,0,No
1068,8953,57,1,SE,A,72,2,1379109600.0,8,1,0,0,0,0,0,0,0,0,0,0,0,No
1069,8955,53,1,NE,J,35,4,1368223200.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
1071,8958,49,0,SW,M,305,4,1358722800.0,8,2,0,1,0,0,0,0,0,0,0,0,0,No
1072,8968,59,0,SE,C,300,6,1337810400.0,18,4,1,0,1,0,0,0,0,0,0,0,0,No
1073,8976,51,0,SE,B,324,4,1351897200.0,2,1,0,0,0,0,1,0,0,0,0,0,0,No
1074,8995,53,0,SE,A,238,4,1384038000.0,6,3,0,0,0,0,0,0,0,0,0,0,0,No
1075,9013,56,1,NE,F,104,4,1357340400.0,14,2,0,0,2,0,0,0,0,0,0,0,0,No
1076,9019,52,0,NW,L,364,11,1267484400.0,32,5,1,0,1,0,0,3,1,0,0,0,4,No
1078,9022,15,1,SE,A,81,3,1385506800.0,6,2,0,0,0,0,0,0,0,0,0,0,0,No
1079,9026,34,0,SE,C,222,1,1368655200.0,12,0,0,0,0,0,0,0,0,0,0,0,0,No
1081,9055,28,0,SW,M,400,11,1300316400.0,14,4,1,0,0,1,1,1,2,0,0,0,3,No
1082,9068,71,0,SW,N,377,16,1273528800.0,4,5,0,1,4,0,1,1,1,1,1,1,5,No
1083,9085,39,0,SW,O,100,8,1290121200.0,14,3,2,0,2,0,1,0,0,1,1,0,2,No
1084,9088,32,0,SW,H,393,11,1332370800.0,2,4,1,0,0,0,0,2,0,0,0,0,2,No
1085,9103,25,0,SW,H,349,9,1320534000.0,14,4,0,0,2,1,0,0,1,1,0,0,2,No
1086,9132,65,0,SW,G,183,4,1352070000.0,6,1,0,0,0,0,0,1,0,0,0,0,1,Yes
1087,9136,40,0,SW,G,30,4,1353798000.0,10,2,1,0,0,0,0,0,0,0,0,0,0,No
1088,9137,61,1,NE,F,234,5,1352761200.0,12,3,0,0,0,1,0,0,0,0,0,0,0,No
1089,9145,59,0,SW,M,252,1,1378332000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1090,9147,68,0,SW,P,256,3,1346709600.0,16,1,1,0,0,0,0,1,0,0,0,0,1,No
1091,9153,25,0,NE,Q,199,4,1353193200.0,12,2,0,0,0,1,0,0,0,0,0,0,0,No
1092,9155,46,0,NE,E,231,15,1209938400.0,32,5,2,0,5,3,0,0,0,0,0,0,0,No
1093,9162,58,0,NW,L,321,9,1310853600.0,2,2,2,1,1,0,0,2,0,1,0,2,5,No
1094,9172,62,0,SE,R,260,4,1357858800.0,14,2,1,0,1,0,0,0,0,0,0,0,0,No
1095,9182,31,1,SW,M,296,7,1358290800.0,4,3,1,0,0,0,0,0,0,0,0,0,0,No
1096,9203,62,0,NE,J,53,4,1384556400.0,6,3,0,0,0,0,0,0,0,0,0,0,0,No
1097,9208,28,0,SW,N,350,8,1300921200.0,20,3,1,1,1,2,0,0,0,1,0,0,1,No
1098,9212,31,0,SE,A,302,4,1358118000.0,16,3,1,0,0,0,0,0,0,0,0,0,0,No
1099,9219,60,0,NW,L,67,7,1364252400.0,4,3,0,0,1,0,0,0,0,0,0,0,0,No
1100,9229,32,0,SW,M,310,18,1140994800.0,32,6,2,2,2,2,0,0,4,0,0,0,4,No
1101,9230,45,1,SW,G,219,9,1295478000.0,14,4,2,1,1,0,0,0,1,0,0,0,1,No
1102,9234,52,0,SW,M,221,2,1378850400.0,8,1,0,0,0,0,0,0,0,0,0,0,0,No
1103,9246,26,1,NE,S,64,5,1358550000.0,10,3,0,0,0,0,0,1,0,0,0,0,1,Yes
1104,9254,34,1,NE,F,245,2,1348005600.0,14,0,0,0,0,1,0,0,0,0,0,0,0,No
1105,9256,18,0,SW,M,311,17,1214863200.0,24,5,3,3,3,0,0,1,2,0,0,0,3,No
1106,9260,70,0,SE,R,163,2,1374616800.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1107,9264,67,1,NE,F,341,8,1310248800.0,14,3,0,2,2,1,0,0,0,1,0,0,1,No
1108,9273,56,0,NE,Q,267,5,1304719200.0,28,3,0,0,1,0,0,1,0,0,0,0,1,No
1109,9283,73,0,SW,M,227,4,1321052400.0,24,2,1,0,1,0,0,0,0,0,0,0,0,No
1110,9296,52,0,NE,Q,275,8,1325372400.0,6,4,0,0,0,2,1,0,0,0,0,0,0,No
1111,9299,36,0,SW,M,192,1,1379714400.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1112,9304,59,0,SE,R,317,3,1385593200.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1113,9326,54,1,NE,S,227,2,1373148000.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1114,9357,26,0,NE,D,215,11,1289343600.0,10,3,0,2,1,1,1,1,1,0,0,0,2,No
1115,9363,32,0,NE,D,133,4,1342994400.0,16,1,1,1,0,0,0,0,1,0,0,0,1,No
1116,9370,58,0,SE,R,75,3,1357167600.0,10,1,1,0,0,0,0,0,0,0,0,0,0,No
1117,9380,60,1,SW,H,193,8,1325890800.0,10,2,0,1,1,0,2,1,0,0,0,0,1,No
1118,9400,58,1,SE,B,250,3,1384124400.0,6,2,0,0,0,0,0,0,0,0,0,0,0,No
1119,9414,61,1,SE,A,116,8,1326322800.0,6,3,1,0,0,0,1,0,0,0,0,0,0,Yes
1120,9423,55,0,SW,H,193,8,1348610400.0,8,2,0,1,2,1,0,0,0,0,0,0,0,No
1121,9440,59,1,NE,J,135,2,1379714400.0,8,1,0,0,0,0,0,0,0,0,0,0,0,No
1122,9461,48,0,SE,R,241,2,1373752800.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1123,9464,23,1,SW,N,264,16,1247954400.0,10,4,1,1,4,0,0,1,3,2,0,0,6,Yes
1124,9477,57,1,NE,J,258,7,1358550000.0,2,3,1,1,0,0,0,0,0,0,0,0,0,No
1126,9503,26,0,NE,S,136,10,1278367200.0,14,4,1,1,1,0,0,2,1,1,0,1,5,No
1127,9507,32,0,NE,J,116,3,1378764000.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
1128,9532,57,1,SW,O,306,4,1364338800.0,14,3,1,0,0,0,0,0,0,0,0,0,0,No
1129,9535,76,0,NE,I,123,5,1295910000.0,32,3,0,1,0,0,1,0,0,0,0,0,0,No
1130,9536,32,1,NW,L,63,2,1347660000.0,20,1,0,0,0,1,0,0,0,0,0,0,0,No
1131,9548,34,0,SW,O,183,5,1357858800.0,12,3,0,1,0,0,0,0,0,0,0,0,0,No
1132,9551,23,0,SW,P,228,12,1278626400.0,16,3,3,2,3,0,0,1,0,1,0,0,2,No
1133,9564,41,1,SW,P,167,6,1358290800.0,12,4,0,0,0,1,0,0,0,0,0,0,0,No
1135,9571,51,1,SE,B,321,2,1369346400.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1137,9590,77,0,NE,J,189,5,1353711600.0,12,3,1,0,0,0,0,0,0,0,0,0,0,No
1138,9595,52,0,NW,L,162,4,1357772400.0,12,2,1,0,0,0,0,0,0,0,0,0,0,No
1139,9611,31,0,SW,M,454,14,1232751600.0,30,3,3,1,2,0,0,2,3,1,0,1,7,No
1140,9618,30,1,SW,G,331,14,1231455600.0,8,3,1,1,3,1,0,2,1,0,0,0,3,Yes
1141,9633,17,0,NE,S,217,4,1325890800.0,14,0,1,1,1,0,0,1,0,0,0,0,1,No
1142,9634,44,1,SE,B,215,2,1362956400.0,14,1,0,0,1,0,0,0,0,0,0,0,0,No
1143,9639,54,0,SE,R,139,1,1373320800.0,10,0,0,0,0,0,0,0,0,0,0,0,0,No
1144,9642,22,0,NE,I,208,6,1327273200.0,8,2,0,1,0,2,0,0,0,0,0,0,0,No
1145,9650,23,0,NE,J,50,3,1369260000.0,8,1,0,0,0,0,0,0,0,0,0,0,0,No
1146,9657,52,0,SE,R,26,3,1378936800.0,8,2,0,0,0,0,0,0,0,0,0,0,0,No
1147,9659,22,0,NW,L,265,3,1362697200.0,14,2,1,0,0,0,0,0,0,0,0,0,0,No
1148,9676,20,1,NE,E,263,3,1358722800.0,16,2,0,0,1,0,0,0,0,0,0,0,0,No
1149,9683,13,0,SE,A,178,5,1363474800.0,12,3,0,1,0,0,0,0,0,0,0,0,0,No
1150,9687,61,0,NE,S,304,2,1358118000.0,16,1,0,0,0,1,0,0,0,0,0,0,0,No
1151,9688,35,0,NE,K,293,4,1357858800.0,16,3,0,0,0,0,0,1,0,0,0,0,1,No
1152,9700,60,0,NE,S,38,1,1390345200.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1153,9703,38,1,SE,C,20,2,1373839200.0,10,1,0,0,0,0,0,0,0,0,0,0,0,Yes
1154,9709,58,1,SE,A,190,4,1348092000.0,16,2,0,0,1,0,1,0,0,0,0,0,0,No
1156,9713,31,1,SW,O,129,4,1342130400.0,14,2,0,0,0,0,1,1,0,0,0,0,1,No
1157,9720,18,0,NE,I,302,4,1363561200.0,14,3,0,0,0,0,1,0,0,0,0,0,0,No
1158,9727,57,0,SE,B,421,16,1267657200.0,14,4,1,1,1,1,3,2,2,0,0,0,4,No
1159,9732,29,0,SW,M,396,9,1269471600.0,28,2,1,0,2,0,2,1,1,1,1,1,5,No
1160,9736,42,1,SW,H,199,5,1309989600.0,32,3,0,2,0,0,0,0,0,0,0,0,0,No
1161,9737,15,0,SW,P,270,3,1374271200.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
1162,9739,25,0,NE,F,185,7,1290553200.0,14,2,0,1,2,0,0,0,1,1,0,0,2,No
1163,9764,15,0,NE,F,143,5,1363647600.0,8,3,0,1,0,0,0,0,0,0,0,0,0,No
1164,9771,67,0,NE,F,174,4,1337810400.0,20,2,1,0,0,0,1,0,0,0,0,0,0,No
1165,9774,26,0,SW,M,397,14,1215986400.0,8,3,3,1,1,0,1,2,2,0,0,0,4,Yes
1166,9781,43,0,SE,R,169,6,1290812400.0,28,2,1,0,2,1,0,0,0,0,0,0,0,No
1167,9798,58,0,NE,I,71,2,1389394800.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
1168,9809,64,1,NE,E,251,8,1306188000.0,8,2,2,0,0,1,1,1,0,0,0,0,1,No
1169,9810,53,1,NE,D,131,3,1367359200.0,12,2,0,0,0,0,0,0,0,0,0,0,0,No
1170,9814,58,1,NE,J,102,1,1385074800.0,6,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1171,9817,51,0,SE,A,85,4,1315260000.0,24,2,0,0,1,0,0,0,1,0,0,0,1,No
1172,9828,34,1,SE,A,290,4,1374789600.0,8,2,0,0,0,0,0,0,0,0,0,0,0,No
1173,9832,25,0,NW,L,127,3,1390777200.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1174,9834,39,0,SW,M,153,15,1305064800.0,16,5,2,0,4,0,2,1,1,0,0,0,2,No
1175,9835,36,0,NE,Q,64,4,1383951600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
1176,9836,48,0,NE,K,240,1,1380232800.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1177,9839,42,1,SW,H,303,3,1367704800.0,12,2,0,0,0,0,0,0,0,0,0,0,0,Yes
1178,9850,62,0,SW,M,226,16,1285192800.0,12,6,1,1,3,1,0,1,2,1,0,1,5,No
1179,9856,73,1,NE,D,227,3,1358118000.0,16,2,0,0,0,0,0,1,0,0,0,0,1,No
1180,9883,51,0,NE,J,243,14,1253311200.0,26,5,1,2,2,1,0,0,3,0,0,0,3,No
1181,9888,60,0,NE,Q,108,3,1390345200.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1182,9894,52,1,SE,C,224,3,1358636400.0,12,1,1,0,0,0,0,0,0,0,0,0,0,No
1183,9899,54,0,SE,A,234,3,1364166000.0,14,2,0,0,0,0,0,1,0,0,0,0,1,No
1184,9923,56,0,SW,O,269,3,1336687200.0,24,2,1,0,0,0,0,0,0,0,0,0,0,No
1185,9925,49,0,NE,S,76,1,1363820400.0,14,0,0,0,0,1,0,0,0,0,0,0,0,No
1186,9933,52,0,SW,P,309,2,1295218800.0,34,0,0,1,0,1,0,0,0,0,0,0,0,No
1187,9934,69,0,NE,D,88,2,1372975200.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1188,9953,39,1,SW,N,142,13,1309557600.0,16,5,2,0,4,1,0,1,0,1,0,0,2,No
1189,9961,17,0,SW,N,316,5,1362265200.0,10,3,0,0,1,0,0,0,0,0,0,0,0,No
1190,9967,57,0,SW,O,213,12,1257807600.0,16,5,2,0,3,0,0,1,1,0,0,0,2,No
1191,9969,65,0,SE,A,76,5,1369692000.0,6,3,0,0,0,0,0,0,0,0,0,0,0,No
1192,9980,18,0,NE,I,129,2,1343167200.0,22,1,0,0,1,0,0,0,0,0,0,0,0,No
1193,9985,58,0,SE,C,331,11,1321743600.0,14,3,2,0,2,2,2,0,0,1,1,0,2,No
1194,9997,56,0,NE,D,199,10,1311631200.0,14,5,3,0,1,0,0,1,0,0,0,0,1,No
1195,10002,66,0,NE,D,365,8,1278194400.0,12,2,2,1,0,0,0,0,2,0,0,0,2,No
1196,10012,26,0,NW,L,80,3,1337637600.0,18,1,1,0,1,0,0,0,0,0,0,0,0,No
1197,10015,26,1,SW,M,208,3,1368396000.0,6,1,0,0,0,0,0,0,0,0,0,0,0,Yes
1199,10037,51,0,NE,S,200,3,1373320800.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
1200,10038,22,1,NE,F,406,15,1221775200.0,4,3,3,2,2,2,1,0,0,1,0,0,1,No
1201,10045,35,1,SE,A,311,14,1337637600.0,2,5,1,1,2,0,1,0,0,0,0,0,0,Yes
1202,10047,65,0,SE,C,458,15,1272751200.0,6,4,3,0,1,1,1,2,0,1,0,1,4,No
1203,10056,35,1,NE,K,312,4,1347141600.0,14,2,1,0,0,0,0,0,0,0,0,0,0,Yes
1204,10059,40,0,NE,D,203,2,1383433200.0,2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1205,10064,48,0,NE,F,79,4,1310421600.0,30,2,0,0,1,0,0,0,1,0,0,0,1,No
1206,10066,28,0,NE,E,170,11,1258758000.0,32,3,2,1,0,2,1,0,2,0,0,0,2,No
1207,10093,33,0,NE,E,461,15,1226703600.0,10,4,3,0,2,2,0,1,1,0,0,0,2,No
1208,10099,17,0,NE,S,210,6,1310767200.0,30,4,0,1,0,0,0,1,0,0,0,1,2,No
1209,10115,38,0,NE,K,247,5,1353366000.0,12,3,1,0,0,0,0,0,0,0,0,0,0,No
1210,10131,54,1,SE,B,247,4,1342389600.0,14,1,1,0,1,0,0,1,0,0,0,0,1,No
1211,10165,54,0,NE,J,312,2,1367791200.0,12,1,0,0,0,0,0,0,0,0,0,0,0,No
1212,10169,18,0,SE,C,69,4,1373061600.0,4,2,0,0,0,0,0,0,0,0,0,0,0,No
1213,10182,29,1,SE,C,223,14,1211407200.0,12,3,1,1,2,2,1,2,1,0,0,0,3,No
1214,10183,45,0,NE,D,99,2,1389567600.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
1216,10191,58,0,SE,B,227,4,1331420400.0,20,2,0,0,0,0,0,0,2,0,0,0,2,No
1218,10207,34,0,NE,D,276,14,1231282800.0,32,7,1,0,5,0,1,0,0,1,0,0,1,No
1219,10212,38,0,SE,C,39,2,1368309600.0,12,1,0,0,0,0,0,0,0,0,0,0,0,No
1220,10223,28,0,NW,L,165,2,1367704800.0,12,1,0,0,0,0,0,0,0,0,0,0,0,No
1221,10226,69,0,SW,H,424,16,1221775200.0,12,4,4,0,2,0,2,0,3,1,1,0,5,No
1222,10228,13,0,SE,R,257,5,1342648800.0,14,2,2,1,0,0,0,0,0,0,0,0,0,No
1223,10232,60,0,NE,J,325,4,1352934000.0,16,2,0,0,0,0,0,1,1,0,0,0,2,No
1224,10238,38,0,SW,O,247,19,1232492400.0,14,7,2,0,2,1,1,0,5,1,0,0,6,No
1225,10240,39,0,NE,E,216,4,1356994800.0,8,2,1,0,0,0,0,0,0,0,0,0,0,No
1226,10248,24,1,NW,L,193,2,1368568800.0,12,1,0,0,0,0,0,0,0,0,0,0,0,No
1227,10254,66,1,SE,B,275,2,1336773600.0,24,1,1,0,0,0,0,0,0,0,0,0,0,No
1228,10278,28,0,SW,P,184,3,1390258800.0,4,2,0,0,0,0,0,0,0,0,0,0,0,No
1229,10285,54,0,NE,S,303,4,1341180000.0,18,2,0,0,0,1,0,0,1,0,0,0,1,No
1230,10286,26,0,SE,A,80,5,1353020400.0,10,3,1,0,0,0,0,0,0,0,0,0,0,No
1231,10289,50,0,SW,G,263,3,1342994400.0,16,1,0,0,1,1,0,0,0,0,0,0,0,No
1233,10293,40,0,NE,E,46,1,1378591200.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1234,10295,57,0,NE,J,263,7,1336600800.0,10,4,0,0,0,0,1,0,0,0,0,0,0,No
1235,10314,55,0,NE,D,282,10,1325458800.0,10,3,0,2,1,1,1,1,0,0,0,0,1,No
1236,10330,68,1,NW,L,17,2,1388790000.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
1238,10351,27,0,NE,F,192,10,1299366000.0,18,4,1,0,3,1,0,0,1,0,0,0,1,No
1239,10356,24,1,SE,R,233,5,1362524400.0,8,3,1,0,0,0,0,0,0,0,0,0,0,No
1241,10370,63,0,SW,O,300,6,1353970800.0,12,4,1,0,0,0,0,0,0,0,0,0,0,No
1242,10372,68,0,SE,C,154,13,1304373600.0,16,5,3,2,0,0,1,2,0,0,0,0,2,No
1243,10386,66,0,SW,O,195,2,1373234400.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1244,10392,32,0,NE,D,187,15,1299279600.0,6,4,2,0,3,2,0,0,1,1,0,0,2,Yes
1245,10403,49,0,SW,G,314,5,1359241200.0,12,3,1,0,0,0,0,0,0,0,0,0,0,No
1246,10414,54,0,SE,R,268,4,1357340400.0,12,2,1,0,0,0,0,0,0,0,0,0,0,No
1247,10420,47,0,NE,J,123,4,1378245600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
1248,10444,20,0,NE,Q,156,4,1352329200.0,16,2,0,0,1,0,1,0,0,0,0,0,0,No
1251,10457,62,0,SW,H,255,1,1390518000.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
1252,10459,29,1,SW,H,323,9,1285020000.0,16,3,0,1,1,0,2,2,0,0,0,0,2,No
1253,10477,56,0,NE,J,133,2,1367445600.0,6,0,0,0,0,0,0,0,0,0,0,0,0,No
1254,10521,18,1,SW,O,206,4,1306360800.0,16,0,0,0,1,0,1,1,1,0,0,0,2,No
1255,10529,56,0,NE,J,310,5,1304632800.0,30,3,0,0,0,1,0,1,0,0,0,0,1,Yes
1256,10530,24,0,NW,L,27,3,1347314400.0,20,2,0,0,0,0,0,0,1,0,0,0,1,No
1257,10541,32,0,NE,F,189,12,1321916400.0,4,1,0,1,0,0,0,1,1,0,0,1,3,Yes
1258,10552,66,0,NE,K,364,12,1289170800.0,2,3,1,1,0,2,0,0,0,0,0,0,0,No
1260,10571,60,1,SW,P,136,2,1377986400.0,2,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1261,10577,61,0,NE,I,167,3,1364166000.0,8,1,1,0,0,0,0,0,0,0,0,0,0,Yes
1263,10591,29,1,SE,B,72,2,1374444000.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1264,10592,23,0,NE,F,41,1,1395270000.0,2,0,0,0,0,0,0,0,0,0,0,0,0,No
1265,10602,43,0,SE,C,194,6,1357081200.0,10,3,0,0,1,0,0,0,0,0,0,0,0,No
1266,10607,41,1,SW,O,82,5,1357599600.0,14,3,1,0,0,0,0,0,0,0,0,0,0,No
1267,10619,38,0,SW,P,132,7,1321570800.0,16,1,2,1,0,1,0,1,1,0,0,0,2,Yes
1268,10653,51,0,SE,C,152,4,1357772400.0,16,3,0,0,0,0,0,0,1,0,0,0,1,No
1269,10654,58,1,SE,C,207,14,1241301600.0,4,3,1,1,3,1,2,0,0,1,2,0,3,No
1270,10656,35,0,SE,C,313,18,1236639600.0,16,6,2,3,0,1,2,1,3,0,0,0,4,No
1271,10669,32,0,SW,N,259,6,1342389600.0,14,4,0,0,2,0,0,0,0,1,0,0,1,No
1272,10689,55,0,NE,E,127,5,1368828000.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
1274,10696,36,0,NE,E,220,3,1384470000.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1275,10698,54,1,SE,B,296,1,1363042800.0,14,0,0,0,0,0,0,0,0,0,0,0,0,No
1276,10700,45,1,NE,K,116,5,1347832800.0,14,3,1,0,1,0,0,0,0,1,0,0,1,No
1277,10709,47,0,SE,C,160,6,1330988400.0,18,4,0,0,1,0,1,0,0,0,0,0,0,No
1278,10728,26,0,SE,A,332,12,1289602800.0,8,5,3,0,1,0,0,1,1,1,0,1,4,No
1279,10733,53,1,SW,N,207,4,1368482400.0,4,2,0,0,0,0,0,0,0,0,0,0,0,No
1280,10740,17,0,SW,H,51,5,1304200800.0,36,4,0,0,0,1,0,0,0,0,0,0,0,No
1281,10741,63,0,NE,K,239,3,1357081200.0,16,2,1,0,0,0,0,0,0,0,0,0,0,No
1282,10744,38,0,SE,B,72,1,1379282400.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1283,10749,65,0,NE,Q,362,7,1346796000.0,2,1,1,0,0,0,0,0,1,0,0,0,1,No
1284,10779,35,0,SW,P,108,3,1364338800.0,14,2,0,0,1,0,0,0,0,0,0,0,0,No
1286,10783,31,1,NE,F,86,2,1394838000.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1287,10786,33,1,SW,H,291,9,1294182000.0,4,2,0,2,0,1,0,1,0,0,0,0,1,Yes
1288,10800,28,0,NE,Q,262,13,1189980000.0,28,3,3,0,2,3,0,1,1,1,0,1,4,No
1289,10806,30,0,SW,O,415,13,1242338400.0,12,4,1,0,2,2,1,2,0,0,0,0,2,No
1290,10811,52,0,SE,C,177,4,1363302000.0,14,3,0,0,1,0,0,0,0,0,0,0,0,No
1291,10812,60,0,SW,O,174,7,1326927600.0,14,3,2,0,0,1,0,1,0,0,0,0,1,No
1292,10820,38,0,NE,E,81,2,1348351200.0,12,0,1,0,0,0,0,0,0,0,0,0,0,No
1293,10826,67,0,NE,Q,42,5,1304200800.0,32,3,0,0,0,0,0,1,1,0,0,0,2,No
1294,10829,54,1,SE,A,318,7,1283810400.0,4,0,0,1,2,1,1,1,0,1,1,1,4,No
1295,10832,47,0,NE,J,195,2,1353193200.0,16,0,1,0,1,0,0,0,0,0,0,0,0,No
1297,10844,62,1,SE,B,72,7,1348524000.0,8,3,0,1,1,0,1,0,0,0,0,0,0,No
1298,10845,53,0,NE,F,291,4,1362956400.0,14,3,1,0,0,0,0,0,0,0,0,0,0,No
1299,10848,61,0,SE,A,173,3,1374530400.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
1300,10850,20,0,SW,O,193,16,1185400800.0,34,5,5,0,3,0,0,2,1,1,0,2,6,No
1301,10869,49,1,SE,B,273,5,1367791200.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1302,10877,40,0,NE,Q,220,5,1288566000.0,34,3,1,0,0,0,1,0,0,0,0,0,0,No
1303,10891,54,0,SW,H,306,4,1352415600.0,12,2,0,1,0,0,0,0,0,0,0,0,0,No
1304,10899,52,0,NE,D,136,5,1331247600.0,10,2,1,0,1,0,0,0,0,0,0,0,0,No
1305,10909,50,0,NE,E,375,9,1299106800.0,8,0,2,1,0,1,1,1,1,0,0,0,2,No
1306,10915,52,0,SW,M,52,4,1372888800.0,8,2,0,0,0,0,0,0,0,0,0,0,0,No
1307,10918,50,1,SE,B,338,10,1258153200.0,6,2,1,2,2,1,0,1,0,1,0,0,2,No
1308,10919,24,1,SE,A,310,3,1353452400.0,16,1,0,0,1,0,0,0,1,0,0,0,1,No
1309,10928,59,0,NE,D,95,4,1294700400.0,32,2,0,0,0,1,0,1,0,0,0,1,2,No
1310,10934,83,0,NE,J,203,4,1390863600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
1312,10936,52,0,NE,K,178,2,1368482400.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
1313,10950,28,1,SW,O,270,3,1384815600.0,4,1,0,0,0,0,0,0,0,0,0,0,0,Yes
1314,10952,55,0,NE,E,202,14,1211752800.0,4,2,1,1,0,1,2,2,0,0,0,0,2,Yes
1315,10955,39,1,SE,C,293,2,1373148000.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1316,10956,46,0,NE,D,207,4,1321570800.0,24,2,1,1,0,0,0,0,0,0,0,0,0,No
1317,10957,57,0,SW,P,263,4,1346536800.0,12,2,0,0,1,0,0,0,0,0,0,0,0,No
1318,10960,65,1,SW,H,67,2,1374703200.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1319,10963,69,0,SE,C,295,1,1372888800.0,10,0,0,0,0,0,0,0,0,0,0,0,0,No
1320,10964,54,0,SW,P,175,15,1222034400.0,14,4,2,3,3,2,1,0,0,0,0,0,0,No
1321,10978,62,0,NW,L,294,3,1342648800.0,10,0,0,0,1,1,0,0,0,0,0,0,0,No
